index,account_balance
47,0.0
2973,556.0
3979,751.0
831,1996.0
1702,343.0
642,1178.0
3833,1139.0
2047,1937.0
4508,642.0
1694,1798.0
3114,94.0
97,261.0
1050,0.0
4269,185.0
1006,5.0
1566,2418.0
948,428.0
1039,9720.0
456,5462.0
808,271.0
1870,10788.0
2802,516.0
1016,439.0
1146,246.0
3916,0.0
2190,837.0
2812,748.0
4492,309.0
684,168.0
3099,0.0
2426,519.0
3734,0.0
2729,1011.0
2543,767.0
1547,1544.0
2048,3859.0
1018,466.0
2793,7864.0
3159,725.0
439,22.0
526,1033.0
2568,2917.0
1311,867.0
2831,1980.0
2300,13.0
3563,151.0
2892,2685.0
2664,-70.0
2747,7.0
2792,478.0
4274,378.0
1125,2998.0
3600,0.0
1981,833.0
3179,4015.0
2586,376.0
1486,782.0
3427,0.0
1594,385.0
1967,950.0
2247,94.0
3276,2723.0
3558,6610.0
1978,310.0
756,1167.0
3510,136.0
3393,279.0
1282,2581.0
3692,117.0
375,0.0
24,543.0
2504,280.0
3302,0.0
4140,4382.0
1681,300.0
1060,1147.0
3873,3304.0
290,4108.0
1203,5173.0
4192,584.0
1185,-6.0
2930,73.0
4257,-220.0
1088,416.0
997,673.0
1812,3250.0
2360,1678.0
253,3401.0
3482,5706.0
3034,-102.0
141,0.0
3621,949.0
586,518.0
3583,149.0
4467,1577.0
2970,252.0
4478,0.0
2238,479.0
4504,1080.0
2267,185.0
4122,248.0
2240,1130.0
3165,37.0
3970,586.0
1756,-55.0
3269,48.0
3109,0.0
3915,0.0
2585,4895.0
2152,0.0
2594,292.0
1668,655.0
58,101.0
149,391.0
1157,23.0
2617,171.0
3675,349.0
921,136.0
2041,154.0
1933,474.0
117,4111.0
1647,0.0
49,4629.0
3848,1274.0
3054,334.0
898,793.0
2141,0.0
2036,-192.0
2653,0.0
3882,1198.0
3974,208.0
1843,247.0
4342,2284.0
3445,427.0
1502,635.0
3731,424.0
1367,169.0
1796,15.0
3234,3797.0
3321,1792.0
3765,3450.0
4385,1121.0
1153,369.0
1989,2926.0
4381,0.0
2168,1836.0
730,1146.0
1821,21244.0
3260,542.0
1192,475.0
2969,2408.0
3655,1242.0
3554,50.0
272,12186.0
3775,3355.0
2509,0.0
1058,1390.0
2606,5543.0
3551,2416.0
3810,3658.0
580,361.0
869,150.0
413,0.0
3177,11797.0
4247,0.0
1270,122.0
1567,2934.0
2180,11.0
335,447.0
877,19358.0
2843,1439.0
1993,419.0
1690,751.0
1687,809.0
1581,406.0
1534,2171.0
110,2488.0
2449,925.0
0,1787.0
2752,8627.0
2642,143.0
870,839.0
529,1584.0
2786,6307.0
3478,320.0
1177,4579.0
2574,259.0
2026,894.0
3145,976.0
3529,2731.0
1037,2767.0
3860,51.0
38,3935.0
1944,333.0
2871,2431.0
462,0.0
2297,118.0
700,3.0
1260,-56.0
3610,-435.0
2002,1583.0
159,1641.0
1126,610.0
4309,1547.0
4318,-32.0
4149,92.0
1779,13711.0
1906,15.0
2473,-1053.0
3601,293.0
3394,4.0
2317,6570.0
2429,203.0
3527,2411.0
1553,3990.0
3998,724.0
4152,6844.0
2383,0.0
1688,-278.0
2989,42045.0
1190,0.0
2857,368.0
2099,6922.0
3355,937.0
3980,784.0
3480,440.0
1881,27359.0
2798,141.0
1094,1012.0
3855,-9.0
2233,4500.0
3917,12.0
520,0.0
2670,0.0
802,643.0
649,252.0
1140,3875.0
273,524.0
3288,2921.0
2577,2226.0
2289,681.0
83,657.0
4022,5.0
2914,655.0
514,-381.0
2879,848.0
3632,0.0
1675,1666.0
2,1350.0
470,8969.0
3556,3726.0
3856,83.0
2386,16992.0
1356,604.0
3226,1518.0
2406,3064.0
3804,1670.0
1390,603.0
2926,1465.0
3522,89.0
3330,0.0
8,221.0
1635,687.0
2853,9305.0
3363,467.0
3528,225.0
1628,821.0
1105,2885.0
2437,0.0
2029,0.0
460,383.0
4503,362.0
192,1372.0
3562,424.0
759,233.0
657,43.0
1811,-101.0
1054,787.0
2154,63.0
927,1097.0
2160,3387.0
1758,-336.0
2991,0.0
1916,3921.0
1293,743.0
849,976.0
1994,4758.0
3847,385.0
2951,55.0
519,5207.0
4112,96.0
2387,23.0
33,2536.0
1495,79.0
4026,3601.0
1046,285.0
16,4073.0
436,259.0
3446,8876.0
1952,6046.0
740,3250.0
2334,3132.0
1831,-59.0
3176,4745.0
4312,20.0
3573,328.0
2903,4446.0
2055,568.0
99,406.0
3992,1287.0
856,-1680.0
1501,57.0
789,511.0
2213,822.0
1893,69.0
3117,2145.0
2021,0.0
2711,677.0
4360,296.0
2372,3403.0
2470,1042.0
555,1314.0
48,-849.0
1422,4738.0
1572,2023.0
4397,305.0
3508,14363.0
2703,137.0
745,66.0
1496,3945.0
3296,590.0
2736,1157.0
3192,6968.0
3907,1318.0
3462,360.0
1454,1893.0
3958,2594.0
2400,104.0
4034,57.0
3409,316.0
748,2643.0
2966,254.0
3229,5310.0
2822,170.0
4052,20.0
1506,475.0
683,985.0
1654,-312.0
2583,2557.0
3358,365.0
2460,155.0
378,7290.0
3605,88.0
1895,192.0
3609,0.0
1183,-33.0
1487,82.0
3223,0.0
2807,1088.0
1048,1337.0
2490,96.0
2563,865.0
3451,766.0
3090,2764.0
3761,400.0
960,196.0
2285,5780.0
1446,4665.0
1661,-11.0
3037,11.0
194,9216.0
3613,2718.0
153,8104.0
3162,191.0
2710,0.0
749,49.0
3902,1011.0
3697,179.0
1310,0.0
780,1134.0
1055,3343.0
1968,0.0
981,3412.0
2340,132.0
2622,1009.0
3972,2061.0
385,61.0
3923,-464.0
3567,-120.0
1622,-183.0
4147,227.0
183,6.0
4350,-20.0
621,6619.0
4262,2308.0
2396,877.0
2079,4335.0
583,-53.0
4089,-53.0
1979,-186.0
1388,518.0
1789,641.0
4480,1158.0
3866,0.0
303,1287.0
3133,3242.0
715,-635.0
60,-516.0
636,2195.0
51,228.0
2313,370.0
185,1972.0
3788,390.0
275,4.0
3553,19317.0
4285,0.0
2684,67.0
2552,-19.0
2908,13658.0
2128,1327.0
2248,1438.0
2244,145.0
565,56.0
2785,902.0
488,1187.0
3756,96.0
2102,2262.0
2521,3533.0
4,0.0
3350,389.0
3854,1843.0
3940,1847.0
2791,782.0
2680,0.0
1481,192.0
136,428.0
3191,137.0
4446,246.0
1250,1897.0
4238,197.0
2783,632.0
1033,534.0
3395,1416.0
2939,-131.0
1988,985.0
29,105.0
3635,553.0
872,716.0
3259,428.0
3760,0.0
1393,4424.0
62,5887.0
507,360.0
2165,1707.0
3150,9146.0
3536,231.0
4494,668.0
3492,954.0
2095,319.0
1942,2169.0
3975,-315.0
461,283.0
227,359.0
1614,2378.0
3216,648.0
611,14.0
3786,921.0
1745,282.0
2875,778.0
597,189.0
342,0.0
1644,0.0
1061,1122.0
4507,288.0
1431,351.0
4229,6.0
3375,452.0
3537,76.0
2226,83.0
631,8023.0
2250,207.0
566,211.0
4038,353.0
1973,139.0
2088,592.0
1642,353.0
154,501.0
311,559.0
964,255.0
3742,137.0
50,844.0
2323,2.0
1591,2815.0
1155,259.0
1932,350.0
992,879.0
4386,355.0
481,237.0
1015,520.0
4277,2225.0
3912,80.0
3014,-74.0
4279,-6.0
3502,883.0
1333,628.0
2212,3301.0
2057,18.0
283,63.0
4204,902.0
128,228.0
4079,-118.0
411,186.0
3733,674.0
2938,1553.0
1802,432.0
3924,1989.0
2404,592.0
760,817.0
2200,431.0
276,11219.0
2654,1133.0
417,999.0
2860,2590.0
3085,27.0
4340,2548.0
2367,838.0
81,5.0
2067,22.0
434,217.0
537,63.0
3235,53.0
30,4189.0
619,7050.0
1693,2442.0
1886,902.0
3228,-401.0
4348,225.0
868,141.0
297,-311.0
3570,209.0
4130,473.0
1443,102.0
1908,-27.0
1099,5278.0
63,1355.0
1768,1094.0
874,15030.0
1939,315.0
4215,1978.0
3771,997.0
3370,64.0
3181,331.0
3963,7337.0
504,3872.0
4054,1532.0
3293,133.0
1181,1076.0
1491,351.0
3327,3953.0
1645,353.0
1586,100.0
1069,7108.0
2545,-228.0
78,388.0
3455,-305.0
112,217.0
3652,1070.0
2018,7010.0
3144,459.0
3139,1076.0
1030,-70.0
602,12519.0
3557,1180.0
31,171.0
4202,33.0
618,1570.0
1232,1521.0
1320,60.0
518,902.0
355,209.0
914,9.0
2176,-46.0
3214,-204.0
1751,1598.0
2308,5195.0
93,3616.0
46,145.0
1124,189.0
1835,-3.0
1632,55.0
2717,2325.0
1805,15834.0
2836,3931.0
3243,390.0
1665,2237.0
2689,4213.0
4023,3529.0
1801,579.0
4487,32.0
1736,100.0
595,1034.0
165,2104.0
195,39.0
3418,326.0
630,2.0
698,340.0
2189,778.0
2815,267.0
753,65.0
2111,0.0
4175,-148.0
2004,1065.0
1449,1224.0
1839,103.0
922,16353.0
119,25.0
2767,1121.0
1132,4567.0
3700,71188.0
3797,2325.0
2388,0.0
1346,1499.0
3637,78.0
207,1599.0
1583,484.0
4356,1415.0
2708,287.0
3668,235.0
2208,1325.0
179,0.0
3755,3975.0
1612,415.0
2645,3074.0
1216,15459.0
1399,316.0
4311,1790.0
3273,3014.0
41,553.0
725,1010.0
1445,413.0
3524,0.0
2264,-15.0
3608,13893.0
1076,2206.0
408,438.0
4327,653.0
2171,18.0
1990,-449.0
3010,0.0
2886,92.0
1669,1048.0
463,3102.0
966,0.0
3640,428.0
2315,1623.0
3920,613.0
2803,1.0
1742,150.0
949,106.0
1467,0.0
1360,1014.0
4222,220.0
196,5563.0
521,665.0
1545,0.0
2777,-352.0
1625,1746.0
3845,1495.0
4272,199.0
186,899.0
3289,16264.0
2043,255.0
3384,847.0
2347,71.0
1830,774.0
638,275.0
1854,2646.0
2644,9.0
506,217.0
4425,505.0
3803,28.0
3495,2590.0
3261,66.0
1096,217.0
2646,1734.0
1571,49.0
2519,0.0
1715,3732.0
2188,1693.0
4406,2116.0
3390,66.0
1097,2096.0
4254,0.0
3101,2657.0
1999,-73.0
792,279.0
4245,6563.0
4037,0.0
296,451.0
1784,810.0
1318,-346.0
1212,490.0
210,9149.0
1173,2729.0
4419,75.0
4040,27.0
793,1405.0
3263,24.0
589,105.0
1734,872.0
4153,440.0
637,33.0
201,1526.0
3627,-229.0
677,60.0
1725,1191.0
4410,-35.0
2256,764.0
660,666.0
45,872.0
4150,8023.0
1477,428.0
3762,7495.0
918,18.0
3550,5774.0
2150,388.0
1640,12.0
900,5235.0
954,5920.0
969,3873.0
4324,100.0
2990,828.0
610,72.0
1059,808.0
1480,8647.0
2835,489.0
3232,856.0
3015,0.0
653,1343.0
895,1407.0
523,233.0
889,9269.0
2738,1043.0
3143,-630.0
585,38.0
4435,4888.0
339,10924.0
2818,25.0
3493,-679.0
4367,4210.0
440,4303.0
2235,46.0
840,-298.0
489,641.0
2524,1257.0
1663,-191.0
286,1060.0
2633,1200.0
3983,1871.0
1935,757.0
1657,669.0
323,1199.0
3382,897.0
426,973.0
3809,161.0
767,1022.0
4450,3316.0
3564,-970.0
2405,0.0
3965,5092.0
453,34.0
676,2.0
324,214.0
224,1691.0
1300,5845.0
2706,2457.0
3512,335.0
1442,1388.0
917,1259.0
4029,487.0
3743,-247.0
3051,0.0
3346,865.0
1029,266.0
1459,433.0
3217,50.0
2520,4425.0
2512,104.0
2992,3940.0
3435,178.0
1424,0.0
2024,216.0
1562,7727.0
3883,169.0
4459,223.0
866,3671.0
3867,172.0
3799,1664.0
3084,4646.0
3653,84.0
1889,1205.0
646,272.0
2481,931.0
1697,7.0
4050,47.0
2122,817.0
3093,71.0
682,4153.0
814,-75.0
1321,17.0
2199,148.0
1245,0.0
2216,1671.0
3664,351.0
797,111.0
1325,1027.0
2535,7513.0
2393,2105.0
114,331.0
1841,1680.0
3290,1672.0
3094,3948.0
2582,9.0
1176,-470.0
3236,2519.0
1166,5514.0
1775,7124.0
930,-119.0
1194,1825.0
1610,1019.0
4484,3436.0
4439,330.0
1234,8.0
3469,750.0
2806,5715.0
627,374.0
2196,26306.0
2731,1159.0
455,117.0
3532,3620.0
647,6269.0
1643,330.0
3009,93.0
4288,0.0
891,882.0
2972,45.0
1086,3025.0
3211,2707.0
2539,14.0
2379,1491.0
3197,25.0
4361,42.0
853,113.0
2471,2488.0
2912,-276.0
241,4012.0
3268,788.0
130,168.0
3474,4280.0
1874,-406.0
1508,375.0
2500,807.0
1976,113.0
2874,555.0
738,1855.0
3934,8902.0
1947,3188.0
2174,819.0
2693,0.0
1700,2960.0
1537,690.0
2401,1750.0
3329,13204.0
2837,699.0
4048,818.0
3064,1696.0
1374,706.0
4128,1268.0
3981,24.0
3942,3371.0
3566,181.0
4520,1136.0
3875,4848.0
3546,6495.0
1032,538.0
1724,410.0
1040,1613.0
1249,493.0
2009,702.0
2468,1323.0
349,2303.0
3035,4809.0
321,-67.0
3501,151.0
1884,-735.0
1708,76.0
2562,7378.0
4110,236.0
1987,1063.0
746,-41.0
941,0.0
947,888.0
226,-204.0
3607,1164.0
1927,4657.0
4441,12877.0
3005,3735.0
3954,-287.0
3572,0.0
833,3190.0
896,25.0
4208,626.0
3599,2814.0
4013,839.0
2037,1942.0
2382,122.0
1799,13.0
3410,9324.0
1732,1910.0
1924,-329.0
4101,559.0
79,219.0
1597,876.0
769,1944.0
358,4099.0
761,1128.0
1256,218.0
3183,132.0
1580,0.0
2537,5116.0
228,123.0
1678,-405.0
3372,1160.0
819,58.0
1620,689.0
391,0.0
1650,356.0
2944,242.0
3069,800.0
2745,1657.0
2760,985.0
1273,411.0
1294,209.0
2255,1531.0
713,1790.0
1123,188.0
32,42.0
157,273.0
2279,327.0
1025,1044.0
3377,2033.0
95,1567.0
3995,0.0
1343,1233.0
923,-63.0
3456,670.0
799,1012.0
2132,0.0
1430,-563.0
252,410.0
1102,7289.0
1345,69.0
1057,736.0
3685,-67.0
256,415.0
4174,10907.0
2621,431.0
1106,137.0
2204,47.0
1460,756.0
1813,1375.0
2847,6728.0
2017,925.0
3889,4402.0
4135,802.0
3040,2374.0
1664,132.0
369,946.0
1918,-179.0
576,0.0
1754,1445.0
377,393.0
2809,75.0
2952,1123.0
3895,3706.0
3135,1808.0
2625,2111.0
133,0.0
4400,5.0
805,2125.0
3419,2552.0
629,2764.0
3836,3663.0
622,-84.0
1526,1025.0
3709,6649.0
1795,2830.0
3361,6839.0
1141,-337.0
3364,1876.0
4053,360.0
3459,79.0
1764,1992.0
913,-29.0
3052,4610.0
4273,99.0
3646,312.0
1466,69.0
1907,7813.0
3581,4543.0
2727,-179.0
313,2.0
925,511.0
3908,167.0
963,3723.0
620,3704.0
2887,470.0
2034,473.0
4308,5597.0
1266,895.0
1309,625.0
592,108.0
3768,0.0
44,2204.0
2146,8883.0
950,0.0
2516,1882.0
1498,837.0
1484,276.0
1685,1062.0
1426,157.0
1439,501.0
3044,7.0
2230,-552.0
795,162.0
2127,267.0
161,4590.0
522,738.0
664,324.0
4345,174.0
2740,461.0
847,0.0
2667,43.0
4125,-393.0
1184,430.0
3725,-384.0
428,2366.0
1619,249.0
3896,1177.0
2619,823.0
88,424.0
2265,1929.0
3881,1679.0
4180,210.0
3574,0.0
2979,359.0
3239,2087.0
2482,565.0
4072,0.0
3129,0.0
578,171.0
4260,0.0
3128,195.0
2993,125.0
2910,96.0
3726,473.0
4412,2679.0
3976,-13.0
2352,179.0
1269,158.0
3438,3096.0
3878,13683.0
2306,6.0
2162,-1.0
2107,649.0
1589,245.0
1465,124.0
72,6248.0
604,0.0
213,11494.0
1576,117.0
3196,137.0
2325,883.0
890,1206.0
2712,340.0
3753,878.0
2719,230.0
1704,5958.0
3136,20.0
1489,6421.0
929,340.0
2527,398.0
2080,44.0
1510,1415.0
786,0.0
4499,942.0
4346,10888.0
1937,-770.0
4299,0.0
1254,0.0
3029,2303.0
39,363.0
3806,603.0
1229,-79.0
3911,2294.0
2953,691.0
4006,471.0
4428,439.0
384,8.0
4373,225.0
162,-256.0
1031,25824.0
2113,2304.0
20,0.0
3420,1283.0
1242,298.0
2859,8627.0
830,0.0
593,660.0
403,-285.0
2076,1427.0
150,89.0
1925,0.0
430,995.0
3102,313.0
85,1466.0
3787,483.0
2663,575.0
438,644.0
2643,212.0
581,227.0
1493,-41.0
1406,2524.0
3341,459.0
2433,796.0
1956,680.0
726,509.0
2977,1514.0
2665,3733.0
334,424.0
838,454.0
4473,4790.0
3020,64.0
4401,7929.0
1164,2893.0
4124,13.0
4142,3939.0
1362,2597.0
3301,4256.0
399,7685.0
2163,1490.0
4265,1073.0
3633,629.0
3720,3180.0
1065,0.0
828,168.0
182,6979.0
3153,328.0
785,-230.0
2561,0.0
4045,60.0
1279,913.0
800,2881.0
4236,92.0
1453,518.0
758,1136.0
2275,-206.0
3686,4539.0
2518,175.0
2007,4787.0
4328,3608.0
920,221.0
1411,0.0
4431,190.0
4223,0.0
1028,0.0
152,-249.0
4417,302.0
2797,18.0
4339,225.0
21,16.0
2909,406.0
1957,799.0
4218,5057.0
4188,487.0
862,1020.0
1007,410.0
3798,0.0
1917,980.0
3404,453.0
1718,704.0
542,0.0
42,1117.0
2307,2515.0
2167,907.0
3852,194.0
1504,225.0
2070,8304.0
3392,180.0
3678,558.0
3894,0.0
1726,-47.0
225,406.0
2259,326.0
1160,157.0
2876,48.0
3706,355.0
4372,4787.0
2704,2705.0
695,35.0
281,1148.0
336,-195.0
4074,4086.0
3006,2094.0
208,-196.0
825,1957.0
613,231.0
575,937.0
4051,279.0
1109,1.0
2345,512.0
1630,1.0
1020,994.0
2963,12569.0
656,2538.0
2044,529.0
879,183.0
2452,401.0
2884,5.0
1,4789.0
3255,284.0
2495,917.0
2428,229.0
2350,0.0
2932,1351.0
1804,857.0
776,3.0
2623,286.0
3295,202.0
1090,-502.0
4403,267.0
1469,259.0
1233,131.0
705,1354.0
2597,-587.0
1866,1503.0
2974,-710.0
4363,13156.0
1582,2558.0
1829,253.0
2271,171.0
4266,1700.0
328,978.0
1416,578.0
3205,680.0
1448,101.0
1482,0.0
2046,1903.0
3654,2.0
550,211.0
3807,276.0
2811,134.0
1512,3638.0
3835,19.0
1062,-568.0
2935,435.0
1560,1339.0
3544,-110.0
2157,523.0
1397,631.0
1107,1239.0
577,-558.0
2224,2154.0
2749,994.0
2499,5355.0
591,1048.0
3060,0.0
2001,137.0
1145,0.0
4166,344.0
2438,691.0
2270,319.0
4268,0.0
2936,717.0
3366,247.0
2110,-498.0
3899,3357.0
731,1092.0
1806,3370.0
2604,0.0
1238,2.0
2958,309.0
3160,802.0
3997,275.0
4160,1044.0
2013,609.0
3538,302.0
2735,459.0
1605,-2.0
1573,372.0
1926,391.0
4017,3800.0
134,769.0
1252,868.0
3174,168.0
1389,85.0
2948,1511.0
848,4900.0
143,874.0
90,111.0
2032,1727.0
2314,-182.0
1859,0.0
2094,100.0
3303,238.0
4383,609.0
223,204.0
370,497.0
2133,214.0
2920,9.0
3757,2288.0
1703,507.0
4164,506.0
4060,296.0
2976,56.0
1548,6145.0
4116,1621.0
3473,89.0
1563,204.0
605,88.0
3503,266.0
3750,2628.0
274,0.0
1263,4667.0
131,0.0
2272,-1148.0
1304,2685.0
2320,0.0
2194,-50.0
429,542.0
34,1235.0
3156,589.0
3,1476.0
2488,700.0
1070,1049.0
886,65.0
2855,0.0
1043,780.0
3429,7735.0
1546,0.0
2040,1053.0
3326,1472.0
706,123.0
625,146.0
4344,364.0
2878,12.0
1101,1480.0
2881,12223.0
1782,-219.0
4303,834.0
1941,0.0
1490,443.0
2003,-121.0
2033,664.0
733,1158.0
3778,8.0
2116,4897.0
3962,1331.0
4212,14058.0
483,0.0
845,-932.0
1268,0.0
1652,-306.0
1407,9019.0
1959,2523.0
1395,3234.0
4173,220.0
2864,1649.0
4433,-17.0
3258,0.0
2344,0.0
1977,-612.0
423,876.0
3938,162.0
772,350.0
19,132.0
3665,5533.0
3576,1384.0
4449,360.0
4498,1183.0
2242,10.0
1902,318.0
1723,97.0
1438,2927.0
2890,440.0
4167,0.0
2666,574.0
2337,0.0
2794,1910.0
3019,2610.0
1760,0.0
395,288.0
3662,128.0
3667,35.0
2430,1818.0
1864,923.0
4041,474.0
2696,9756.0
2183,174.0
4246,0.0
3724,1040.0
1746,2139.0
1837,3.0
3388,66.0
4390,4795.0
2800,2715.0
2799,2886.0
3408,8669.0
3022,342.0
4409,107.0
1499,-94.0
2844,120.0
4035,2246.0
2744,0.0
650,23663.0
512,195.0
3198,759.0
681,251.0
3824,2706.0
77,591.0
3636,1057.0
2614,705.0
1636,4968.0
446,2363.0
4137,3940.0
1891,656.0
3947,-19.0
1150,5957.0
234,3096.0
89,1831.0
4226,395.0
4057,100.0
1078,0.0
309,605.0
1370,751.0
3342,8131.0
3859,4503.0
919,-76.0
1377,0.0
3949,21.0
3484,-559.0
2924,2039.0
3202,8556.0
1305,-14.0
412,3810.0
3526,-149.0
2771,610.0
2536,29.0
1473,70.0
476,149.0
4462,2678.0
2081,286.0
3079,879.0
3297,442.0
1200,1407.0
3849,362.0
4100,436.0
4201,-872.0
2203,3552.0
1662,1164.0
389,109.0
1289,607.0
2829,818.0
1954,-37.0
1677,263.0
1220,640.0
3543,6.0
827,882.0
571,1138.0
222,365.0
3443,6767.0
3795,5731.0
4070,481.0
2035,0.0
2173,1210.0
962,2347.0
728,3071.0
4211,3792.0
87,293.0
2123,348.0
1602,162.0
685,1550.0
2661,1238.0
454,795.0
3616,16.0
3347,340.0
2423,654.0
4191,1130.0
3851,802.0
2968,4855.0
3885,1249.0
3071,347.0
3317,808.0
1627,897.0
4301,371.0
3468,889.0
3074,475.0
66,338.0
4094,969.0
3961,18.0
1281,0.0
4244,83.0
1022,1243.0
4190,150.0
1275,-217.0
2865,9228.0
1629,130.0
3325,416.0
3982,72.0
4365,150.0
1676,168.0
2681,-220.0
2447,665.0
1858,622.0
3292,356.0
2058,201.0
3167,806.0
3461,5039.0
894,0.0
1206,6016.0
193,1981.0
4271,1279.0
998,-342.0
3011,26394.0
2916,10218.0
3352,384.0
3244,712.0
3913,2537.0
4228,-206.0
606,1020.0
3857,433.0
2104,1513.0
1272,0.0
3161,556.0
53,1539.0
2112,22.0
2145,-363.0
3968,1831.0
2739,2098.0
3496,331.0
1392,-98.0
727,2929.0
271,174.0
2487,137.0
3070,75.0
2856,2486.0
191,215.0
2435,1548.0
3036,279.0
432,228.0
2378,1439.0
3869,649.0
2560,1071.0
4185,271.0
4516,-333.0
3582,0.0
1953,980.0
1721,262.0
4424,1557.0
2389,6072.0
892,5291.0
348,0.0
2672,-540.0
742,0.0
3547,35.0
1905,273.0
669,4063.0
2999,294.0
3172,481.0
978,262.0
722,55.0
2571,4287.0
4123,126.0
3453,3107.0
82,177.0
2477,732.0
1014,470.0
14,360.0
1929,705.0
2476,2571.0
850,148.0
4375,92.0
501,2.0
2453,581.0
863,489.0
904,-459.0
265,1516.0
250,395.0
3658,1347.0
617,36.0
4090,944.0
442,275.0
905,198.0
1911,115.0
393,0.0
3100,747.0
2508,-7.0
836,16.0
991,3913.0
2075,473.0
2965,3587.0
4197,1883.0
818,1209.0
3437,209.0
3651,0.0
609,342.0
2587,389.0
3242,15.0
912,1017.0
3989,462.0
1425,495.0
826,454.0
3828,-120.0
843,671.0
3190,186.0
2284,3060.0
3905,0.0
3209,60.0
1082,50.0
416,2070.0
3332,22546.0
1138,56.0
4461,164.0
3671,67.0
4210,78.0
4495,1175.0
2652,1011.0
3251,1801.0
959,3315.0
3221,0.0
2533,2416.0
4465,623.0
1785,300.0
3091,376.0
